EDIZIONE,ID.PROG,ID.TEAM,PROV,ETA.CL,SESSO,TITSTUD,LAUREA,PROF,SETPROF,MODPART,TEAM,AGIURID,T.PROG,AMBITO1,AMBITO2,ARCHITET,ARCH.BIB,ARTI.VIS,ARTIGIAN,AUDIOVIS,DESIGN,EDITORIA,PATRIMON,SPETTAC,AM.ALTRO,REPLICA,REP.DOVE,REP.SETT,REP.SE.Q,AVANZAM,AVANZ.D,IMPATTO1,IMPATTO2,ACCESSO,CONSERV,DIST.COM,EDUCAZ,FRUIZ,FUNDRAIS,PARTECIP,PRODUZ,PROMOZ,RIC.FORM,INF.PROG1,INF.PROG2,CARENZA1,CARENZA2,CARENZA3,ARTISTI,TURISTI,STUDENTI,FAMIGLIE,SCUO.UNI,APPASS,OPERAT,PROF.CRE,IST.CULT,PA,IMPRESE,TAR.ALTR,FILTR.PR,filter_$
iC1,73,Proponente,Altra provincia italiana,35-39 anni,Maschio,Non rilevabile,Non rilevabile,Specialisti in discipline artistico-espressive,"Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi",In rappresentanza di un’organizzazione,Non applicabile,Non rilevabile,Spazio,Artigianato (produzione di manufatti),Design (progettazione di oggetti), , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Estero,Stesso ambito,Non applicabile,Sperimentazione,Italia,Produzione,Accesso, , , , , , , , , , ,Cultura,Welfare/sociale,Progettazione,Risorse economiche,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,74,Proponente,Bergamo,45-49 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche","Professioni tecniche delle attività turistiche, ricettive ed assimilate","Attività di biblioteche, archivi, musei ed altre attività culturali",A titolo personale,Non applicabile,No Profit,Digitale,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Stesso ambito,Non applicabile,Concept,Non applicabile,Fruizione,Non applicabile, , , , , , , , , , ,Cultura,Non applicabile,Progettazione,Competenze,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,75,Proponente,Brescia,30-34 anni,Maschio,Post-laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche","Specialisti in discipline linguistiche, letterarie e documentali","Attività di biblioteche, archivi, musei ed altre attività culturali",In rappresentanza di un team informale,1,No Profit,Attività,"Patrimonio (beni culturali, archeologia, paesaggio)","Editoria (letteratura, scrittura)", , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Stesso ambito,Non applicabile,Progettazione,Italia,Fruizione,Non applicabile, , , , , , , , , , ,Cultura,Non applicabile,Progettazione,Marketing,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,75,2,Non rilevabile,Non rilevabile,Non rilevabile,Laurea,Scienze giuridiche,Specialisti in discipline artistico-espressive,"Edizione di libri, periodici ed altre attività editoriali", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,76,Proponente,Mantova,35-39 anni,Femmina,Post-laurea,Ingegneria civile e Architettura,"Architetti, pianificatori, paesaggisti e specialisti del recupero e della conservazione del territorio",Non rilevabile,A titolo personale,Non applicabile,Non rilevabile,Attività,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea completamente nuova,Non applicabile,Non applicabile,Non applicabile,Progettazione,Italia,Fruizione,Educazione, , , , , , , , , , ,Cultura,Welfare/sociale,Marketing,Networking,Progettazione, , , , , , , , , , , , ,Selezionato,Selected
iC1,77,Proponente,Milano,60 anni e oltre,Maschio,Laurea,Ingegneria civile e Architettura,"Architetti, pianificatori, paesaggisti e specialisti del recupero e della conservazione del territorio","Attività degli studi di architettura, ingegneria ed altri studi tecnici",In rappresentanza di un’organizzazione,Non applicabile,Non rilevabile,Attività,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea completamente nuova,Non applicabile,Non applicabile,Non applicabile,Sperimentazione,Italia,Fruizione,Non applicabile, , , , , , , , , , ,Welfare/sociale,Cultura,Marketing,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,78,Proponente,Milano,35-39 anni,Femmina,Laurea,Ingegneria civile e Architettura,"Architetti, pianificatori, paesaggisti e specialisti del recupero e della conservazione del territorio","Attività degli studi di architettura, ingegneria ed altri studi tecnici",In rappresentanza di un’organizzazione,Non applicabile,No Profit,Attività,"Patrimonio (beni culturali, archeologia, paesaggio)",Architettura, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Stesso ambito,Non applicabile,Diffusione & sviluppo,Italia,Fruizione,Non applicabile, , , , , , , , , , ,Cultura,Ambiente,Marketing,Networking,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,79,Proponente,Monza e della Brianza,30-34 anni,Femmina,Diploma o titolo di studio inferiore,Non applicabile,Specialisti in discipline artistico-espressive,"Attività di biblioteche, archivi, musei ed altre attività culturali",In rappresentanza di un team informale,4,Non rilevabile,Digitale,"Audiovisivo (cinema, radio, video, videogame, discografia)",Non applicabile, , , , , , , , , , ,Idea completamente nuova,Non applicabile,Non applicabile,Non applicabile,Sperimentazione,Italia,Fruizione,Non applicabile, , , , , , , , , , ,Cultura,Non applicabile,Spazio,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,79,2,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Tecnici dei servizi culturali,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,79,3,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Specialisti delle scienze gestionali, commerciali e bancarie",Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,79,4,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Specialisti in scienze matematiche, informatiche, chimiche, fisiche e naturali",Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,79,5,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Specialisti in discipline artistico-espressive,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,80,Proponente,Milano,45-49 anni,Femmina,Laurea,Ingegneria civile e Architettura,"Architetti, pianificatori, paesaggisti e specialisti del recupero e della conservazione del territorio",Attività di consulenza gestionale,In rappresentanza di un team informale,3,For Profit,Attività,Artigianato (produzione di manufatti),Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Stesso ambito,Non applicabile,Sperimentazione,Italia,Educazione,Fruizione, , , , , , , , , , ,Cultura,Ambiente,Marketing,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,80,2,Non rilevabile,Non rilevabile,Non rilevabile,Laurea,Scienze politiche e sociali,"Specialisti in discipline linguistiche, letterarie e documentali","Edizione di libri, periodici ed altre attività editoriali", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,80,3,Non rilevabile,Non rilevabile,Non rilevabile,Laurea,Altri settori scientifico-disciplinari,Altri specialisti dell'educazione e della formazione,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,80,4,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Specialisti in discipline artistico-espressive,"Edizione di libri, periodici ed altre attività editoriali", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,81,Proponente,Milano,25-29 anni,Maschio,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche",Tecnici di apparecchiature ottiche e audio-video,"Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi",In rappresentanza di un team informale,4,Non rilevabile,Digitale,"Audiovisivo (cinema, radio, video, videogame, discografia)","Patrimonio (beni culturali, archeologia, paesaggio)", , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Estero,Stesso ambito,Non applicabile,Sperimentazione,Italia,Fruizione,Non applicabile, , , , , , , , , , ,Cultura,Non applicabile,Marketing,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,81,2,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,81,3,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,81,4,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,81,5,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,82,Proponente,Milano,25-29 anni,Femmina,Laurea,Scienze politiche e sociali,Specialisti in discipline artistico-espressive,"Attività creative, artistiche e di intrattenimento",In rappresentanza di un team informale,5,No Profit,Attività,"Spettacolo dal vivo (teatro, danza, musica live)","Patrimonio (beni culturali, archeologia, paesaggio)", , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Stesso ambito,Non applicabile,Sperimentazione,Italia,Fruizione,Produzione, , , , , , , , , , ,Cultura,Non applicabile,Networking,Marketing,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,82,2,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Specialisti in discipline linguistiche, letterarie e documentali","Attività creative, artistiche e di intrattenimento", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,82,3,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Specialisti in discipline artistico-espressive,"Attività creative, artistiche e di intrattenimento", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,82,4,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Specialisti in discipline artistico-espressive,"Attività creative, artistiche e di intrattenimento", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,82,5,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Specialisti in discipline artistico-espressive,"Attività creative, artistiche e di intrattenimento", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,82,6,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Specialisti in discipline artistico-espressive,"Attività creative, artistiche e di intrattenimento", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,83,Proponente,Mantova,25-29 anni,Femmina,Laurea,Scienze matematiche e informatiche,Tecnici dei servizi culturali,"Altre attività professionali, scientifiche e tecniche",In rappresentanza di un team informale,2,Non rilevabile,Digitale,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Stesso ambito,Non applicabile,Sperimentazione,Italia,Fruizione,Conservazione, , , , , , , , , , ,Cultura,Non applicabile,Competenze,Marketing,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,83,2,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Tecnici dei servizi culturali,"Altre attività professionali, scientifiche e tecniche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,83,3,Non rilevabile,Non rilevabile,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche",Tecnici dei servizi culturali,"Altre attività professionali, scientifiche e tecniche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,84,Proponente,Milano,25-29 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche",Specialisti in discipline artistico-espressive,"Attività creative, artistiche e di intrattenimento",In rappresentanza di un team informale,3,No Profit,Attività,"Spettacolo dal vivo (teatro, danza, musica live)",Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Stesso ambito,Non applicabile,Progettazione,Italia,Produzione,Non applicabile, , , , , , , , , , ,Cultura,Non applicabile,Progettazione,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,84,2,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Professori di pre-primaria, primaria, secondaria e post-secondaria e professioni assimilate",Altra istruzione, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,84,3,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Specialisti delle scienze gestionali, commerciali e bancarie",Altri servizi di informazione e comunicazione, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,84,4,Non rilevabile,Non rilevabile,Non rilevabile,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche",Studenti,Non applicabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,85,Proponente,Milano,45-49 anni,Femmina,Non rilevabile,Non rilevabile,"Specialisti in discipline linguistiche, letterarie e documentali","Attività di biblioteche, archivi, musei ed altre attività culturali",In rappresentanza di un team informale,3,No Profit,Spazio,"Arti visive (pittura, scultura, fotografia, arti plastiche)",Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Estero,Stesso ambito,Non applicabile,Progettazione,Estero,Produzione,Fruizione, , , , , , , , , , ,Cultura,Non applicabile,Spazio,Risorse economiche,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,85,2,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Tecnici dei servizi culturali,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,85,3,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Specialisti delle scienze gestionali, commerciali e bancarie",Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,85,4,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Professioni tecniche delle attività turistiche, ricettive ed assimilate",Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,86,Proponente,Mantova,55-59 anni,Maschio,Laurea,Scienze politiche e sociali,Non rilevabile,"Attività di biblioteche, archivi, musei ed altre attività culturali",In rappresentanza di un team informale,3,No Profit,Digitale,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Stesso ambito,Non applicabile,Concept,Non applicabile,Conservazione,Accesso, , , , , , , , , , ,Cultura,Non applicabile,Risorse economiche,Networking,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,86,2,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
